Site_Seq,Site,Seq,Date,month,Order,Family,Lowest_ID,mass_mg
LAG1-SEQ2,LAG1,SEQ2,2021-06-03,Jun,Trichoptera,NA,Trichoptera,0.11990108462670497
LAG1-SEQ2,LAG1,SEQ2,2021-06-03,Jun,Diptera,Ceratopogonidae,Ceratopogonidae,0.03766625017174203
LAG1-SEQ2,LAG1,SEQ2,2021-06-03,Jun,Diptera,Ceratopogonidae,Ceratopogonidae,0.03766625017174203
LAG1-SEQ2,LAG1,SEQ2,2021-06-03,Jun,Hemiptera,NA,Hemiptera,0.050280534980873134
LAG1-SEQ1,LAG1,SEQ1,2021-06-03,Jun,Coleoptera,Elmidae,Elmidae,0.2726488181019515
LAG1-SEQ1,LAG1,SEQ1,2021-06-03,Jun,Plecoptera,Nemouridae,Nemouridae,0.03798681441556502
LAG1-SEQ1,LAG1,SEQ1,2021-06-03,Jun,Trichoptera,Philopotamidae,Philopotamidae,0.049911125817024636
LAG1-SEQ1,LAG1,SEQ1,2021-06-03,Jun,Odonata,NA,Odonata,0.05402196168842668
LAG1-SEQ1,LAG1,SEQ1,2021-06-03,Jun,Odonata,NA,Odonata,0.05402196168842668
SG-SEQ2,SG,SEQ2,2021-06-05,Jun,Hemiptera,Gerridae,Gerridae,0.07185214929959191
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,2.93411415433176e-4
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,2.93411415433176e-4
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.12147223057773171
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.12147223057773171
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.047763767666121414
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.047763767666121414
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.06774285601675957
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.01980074394979855
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.047763767666121414
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.047763767666121414
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,2.93411415433176e-4
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,2.93411415433176e-4
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0921997309334166
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0921997309334166
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.031907944553442515
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.047763767666121414
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.047763767666121414
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.005201197319438261
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.0018
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.047763767666121414
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.047763767666121414
OL-SEQ1,OL,SEQ1,2021-05-05,May,Diptera,Chironomidae,Chironomidae,0.011042515149646263
